,Tweet,Nour_label 
2587,"@SkyNewsAust @aclennell Sweet.. why did we waste so many billions on a vaccine that’s unproven, very unpopular and now not necessary.. asking for wuhan.",1
2588,"@newhopegaly same lockdown month i just didn’t round it, haven’t seen her since and won’t see her until the vaccine is out.",2
2589,"#Unemployment Today Indian economy is becoming a bigger epidemic than Corona. It is considered that the employment vaccine, not the corona vaccine, is still in trouble with the government yet to launch it #FocusOnRailApprentice @HqNrmu @PiyushGoyalOffc  @ShivaGopalMish1 @ABPNews",0
2591,@larris16 Not untill there is a vaccine,2
2592,@RobertWParker1 @KHOU The vaccine being developed and distributed by the military under Donald Trump’s administration?,0
2593,"Every single vaccine being investigated out there is ALREADY a #PeoplesVaccine! It is funded by and even tested on the public. It’s not a favor. It is already ours! - @S0langebaptiste, ED of ITPC dispels the myth of ownership. @Frontlineaids @UNAIDS @gnpplus",2
2594,Harnessing the power of mast cells in unconventional immunotherapy strategies and vaccine adjuvants https://t.co/pckBggYgvU,0
2595,"@SarahIsJustHere Cuuuute! They're apparently important pollinators,  so yay! With a rabies vaccine, of course.",2
2596,Investors bet vaccine sparks revival in beaten down stocks: SYDNEY/LONDON &amp;#8212; Investors expecting an imminent COVID-19 vaccine are beginning to buy bank stocks and industrials in anticipation of a roaring… https://t.co/W9qyorOpyO #guestpost #guestpostingservice #guestposting,0
2598,"Hi this is my dog, Vaccine
(If you can't handle my dog Vaccine, you don't deserve me at my very best)",0
2599,Where is the vaccine that Trump promised us?,0
2601,"TOLD you. A month, Trump’s plan releases vaccine, miraculous healing across the land. A despot in the making. Good luck enforcing this shit show.",1
2602,“THERE’S A CHIP THAT THEY CAN TRACK YOU WITH IN THE FLU VACCINE” says influencer logged into Facebook application from a GPS enabled smartphone loaded with cookies of everything she’s done in the last 30 days.,1
2603,"This is going to be a long four years. Are you this dumb everyday of the week? You guys will take credit for all the work put in by the Trump admin and private enterprise (ie vaccines, therapeutics etc) media will play cover. COVID will be a distant memory by spring.",0
2604,RT @Travele83003472: Bill Gates is officially a politician now😳,0
2605,I don’t understand why people r scared of microchips in a vaccine while having a social security number 🤨like... they stay tracking us sweety,2
2608,"@__w4c__ @ZacksJerryRig @GovHerbert Ok I wonder how people fighting polo in the early 20th century, or flu, or hundreds of other diseases and outbreaks that stopped killing people felt once they had a...wait for it mandatory vaccine.. ignorance is not bliss when it comes to understanding reality",1
2612,@ABPNews So till November 30th no problem with pollution. For Christmas and New year your crackers will give Covid vaccine. So all is well.,2
2613,@savarnafascist Vaccines are ready ....,2
2615,"PKDF Marketing Corporation, one of the leading vaccine distributors in the country is currently hiring. 

For Jobs Register Today https://t.co/6Vd7W1YKcC",0
2616,"@CarlFmd @naomirwolf @michaelmina_lab Name one successful coronavirus vaccine.  I hope they do it in some wonderful and novel way, but coronaviruses have proven incredibly hard to vaccinate against. That said, read about t-cell immunity.  There is some hope there.",2
2620,"@karthickselvaa We want to know if our government can provide the necessary safety measures for the students The spread of Covid 19 is yet to be contained  and is spreading like wildfire (just check the neighboring state) , nor has a vaccine been found to cease the spread, so we humbly request",0
2621,"Coming up on @TimesRadio Breakfast this morning: what a Biden presidency means for Britain, what next for Donald Trump? Plus the war on anti-vaxxers, Strictly, intersex operations, and is anyone really following lockdown rules any more? https://t.co/iJ38MxL1mV",0
2623,"As Trump loses, HHS finally releases documents showing some dubious vaccine contracts #SmartNews  https://t.co/3InMMipqyF",0
2624,"@70Alleycat @WHO @HananBalkhy Dear Sir Balkhy, what they need is not an antibiotic, but a vaccine. To use antibiotics against covid is similar to using a Nailgun to put a picture at a wall. It might work, but nore the picture or the wall will look good even thou using a Nailgun sounds smart.",0
2626,@naomirwolf @DailyMailUK The globalist have the political puppets that they need in place in the U.K. that help usher in the second lockdown. Biden's win is the puppet they needed in America to usher in the second lockdown. I don't know why you were blind to this. These 2nd lockdowns will sell vaccines.,0
2627,"@Nidhi9703139921 @BJP4India The real CORONA is MGB, first will have to find a Vaccine to fight this ITALIAN VIRUS",0
2628,"@JoeBiden FREE HIGH TAXES , MANDATED COVID VACCINES, LOCK DOWNS FOR ALL 🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻 #ALGORE2020",1
2629,@joelcan @ScienceNTennis @MalBerry86 @SueBanski @naomirwolf Do you seriously think cancer treatments and vaccinations stop in a lockdown?,1
2630,"https://t.co/cj5GlU0ZoS. For those, misreading the comments of Dr Guleria, this is what he said. Vaccine to be in market, for sale, by 2022. Rest, the plan stays. Vaccine to be ready by early 2021. @CNNnews18",0
2633,@20_jalen Sacramento is closing in about 3 weeks for the next 2 years. The USA is gonna be shut down for 2 years because Biden is gonna stop the vaccines that were supposed to be out in January and wants to start all over. Meaning people will lose jobs and he won’t issue more unemployment,0
2636,"In #India 's boiling summers, temperatures can easily rise to 50C (122F).

Nearly all vaccines need to be transported and distributed between 2C and 8C in what comprises the so-called cold chain. https://t.co/353UT85JGi",0
2638,United States Influenza Vaccines Market Forecast 2020 – 2027 https://t.co/ZFrxZoaApV via @e_pressrelease,0
2639,"@NBCLA Don’t worry, when the vaccines become available, Newsom will make sure they go to professional sports and hollywood first.",0
2640,@getfiscal It’s also fairly likely that a vaccine or treatment will come out of Israel. They had a number of early breakthroughs.,0
2641,"You mean meeting in large groups at weddings and social gatherings impacts the spread of the virus? A deadly, highly contagious global pandemic with no vaccine? Even in Italy and France? Whaaaaaaaaaat?? https://t.co/YNosszpkSm",0
2642,Coronavirus Occurrence and Transmission Over 8 Years in the HIVE Cohort of Households in Michigan | The Journal of Infectious Diseases | Oxford Academic https://t.co/wJ3bErl01n,0
2644,@PeteButtigieg @kim MAYOR pete the Issues w/ Polyethylene glycol &amp; Shark Squalene as Vaccine Adjuvants didn't come up in debates bcuz i think candidates prefer to avoid wonkish science issues. But Enviro Vegans Will NOT Take An Endangered shark content Vax. PEG is Bad. #safeVaccines #Moderna #GSK,0
2645,"WebMD Poll: Vaccine, Experts Will Mark Pandemic’s End https://t.co/QVK9pYGl0D",2
2646,"WebMD Poll: Vaccine, Experts Will Mark Pandemic’s End: Americans are putting their faith in a vaccine and public health experts to “mark the end” of the COVID-19 pandemic in the U.S., a new WebMD poll finds. https://t.co/Dnuf7yVyqS https://t.co/IZ7y3cB8W8",2
2647,@BasqueBijou @Sweetmama326 Mandatory masks to create sheepies. And then comes the mandatory vaccine for us with who the hell knows what’s in it! All their agenda for the New World Order.,1
2648,.@NYGovCuomo worried of 'flawed' vaccine plan before Biden takes office https://t.co/RSwNrXQlhl via @Newsday,0
2652,"Moreover, 456 more #COVID-19 patients have recovered and discharged from various hospitals including 171 from #Jammu Division and 285 from #Kashmir Division.

#covidupdates 
#coronavaccine 
#IndiaFightsCOVID19 https://t.co/gCSEHSUUhN",0
2654,@hallinen_diane @EricTopol @60Minutes We will never escape the cycle we are currently in without a vaccine or a hard long lockdown. Thats the unfortunate reality. Also where did u work with ebola patients? I was in Sierra leone.,2
2656,RT @wumbooty: We need the vaccine but we also need the flood,2
2659,@RuslanKD Final Question.  He spoke out against the Coronavirus Vaccine and I believed he said it was from satan and tried to connect it to the mark of the beast. Not sure on the last part but ask him his thoughts on trump saying this about the vaccine ? https://t.co/MMVp8UsRKO,2
2660,@IntelIndia I want to give my blood for vaxing covid-19 please contact me this number sir7678696883 @narendramodi @narendramodi_in @PMOIndia @AmitShah @ABPNews @mukeshambani01,2
2662,"@ESBAus @AlanBixter @naomirwolf Poverty is also the WHO's main concern. I've seen claims that lockdowns delay/spread out the number of deaths, but doesn't ""reduce"" it. You guys really put all your eggs into the vaccine basket tbh. And no one knows when it's coming or if there will even be one. Time will tell.",0
2665,#Vaccines #MaskUp  Stay Inside #Obey #BusinessTechno New Normal #Lockdowns https://t.co/kyIcBWGfeQ,0
2666,"@ArogyaAndhra @DrArjasreekanth 
How authentic this news is !!?👇

Who is releasing COVID vaccine to AP Govt and when !!?? 

https://t.co/eeLvsduOsb",0
2668,"Great message from @RobertKennedyJr 

Robert F. Kennedy, Jr.: Int'l. Message for Freedom and Hope - with trans... https://t.co/jkydVcrSMG via @YouTube

#COVID19 #coronavirus #Fauci #Bezos #BillGates #zuck #BigTech #censorship #BigPharma #CORRUPTION #democracy",0
2670,"@SophiaLee42 @Reuters @WHO Oh shut up, read it again Karen. Its a virtual conference for fuck sake. Its not at a resort or there's going be a banquet with flowers.
2 days to figure out Whose got a good vaccine and how fast can it be made? Pretty much cliff notes of the whole fucking conference in a nut.",0
2671,@1talianG1rly Rolls out a vaccine &gt; secretly mandates &lt;20ct PCR test &gt; “cases” drop off a cliff &gt; vaccine gets the credit!,2
2673,Give me that 100% guaranteed vaccine news so I can become the $DIS DICKHEAD https://t.co/mewFmm8O1O,0
2674,@mrbenwexler @Joshua4NPV1 We were just about to get the COVID vaccine too...,2
2675,@FDRLST 😂 is that the virus vaccine in a bottle,0
2676,"Our survey data show that there is potential global capacity to produce at least 2 billion doses of #COVID19 vaccine through end of year 2021 🔬
https://t.co/nFlzOdDoXR",0
2678,"#1: I don't want indefinite brain fog or heart damage

#2: Way to throw seniors under the Darwinist bus

#3: These sacrifices are not forever. Rapid tests and vaccines will make these things possible again. Just, maybe not this year. JFC, grow up.",2
2680,"@naomirwolf @michaelmina_lab And here is the cherry on top. Mr. Bill Gates. Believes in population control &amp; sterilized African women with his vaccine. The very first day &amp; he’s ready to roll. I always go to my computer guy for vaccine, don’t you?? 🤦‍♀️ You better ride with the Patriots or we’re all fucked.",1
2681,"@ecuadordon!  ""Wizzarde's Worlde Almanac!"" ""VACCINE WATCHE!"" Poste! Oxford &amp; China Are moving alonge! Waiting On Data! Still late 2021! Seconde Surge Deadly! Please Protocol's! !Author Don Johnson!"" https://t.co/QbVELqxcVi",0
2684,#Breaking: #AstraZeneca says #COVID-19 vaccine could arrive in January of next year https://t.co/Zu2xTzGKOK,0
2688,"Everybody keeps saying, ""We're in the middle of a pandemic, &amp; blahblahblah...""

How tf do any of you know we're in the middle of this bullshit?

Nothing's been established! There's no vaccine! We barely have PPE, &amp; people are dying in record numbers.

Middle? I don't think so.",0
